TransactionID,OrderDate,CustomerID,ProductID,RegionID,TeamID,Quantity,Revenue,Cost,Profit,TargetRevenue,ProcessingDays,Status,CompletionFlag,SatisfactionScore
T10305,2025-12-07,C082,P013,R15,T06,5,4522.67,3253.67,1269.0,3955.29,3,Completed,Yes,4.0
T10306,2024-07-11,C054,P025,R15,T01,3,4832.78,4031.05,801.73,5096.65,7,Completed,Yes,3.0
T10307,2025-11-12,C113,P022,R02,T06,2,3734.46,3028.41,706.05,4009.46,1,Completed,Yes,5.0
T10308,2025-12-21,C195,P006,R09,T01,4,3842.94,2634.75,1208.19,4507.15,5,Completed,Yes,4.0
T10309,2024-09-10,C178,P005,R02,T04,6,9769.9,6455.3,3314.6,11678.01,1,Completed,Yes,3.0
T10310,2025-05-08,C220,P025,R12,T06,8,13908.87,9565.51,4343.36,13108.11,7,Completed,Yes,
T10311,2024-10-18,C116,P008,R05,T04,10,2210.21,1641.58,568.63,2608.46,4,In Progress,No,
T10312,2025-03-17,C119,P026,R14,T02,3,1248.52,1020.96,227.56,1115.94,5,Completed,Yes,4.0
T10313,2025-03-11,C022,P019,R19,T07,4,6606.25,4987.55,1618.7,7401.36,4,In Progress,No,
T10314,2025-08-23,C094,P007,R18,T02,4,3445.47,2418.18,1027.29,3764.54,8,Delayed,Yes,2.0
T10315,2024-05-13,C160,P008,R13,T03,3,793.28,604.01,189.27,736.82,4,Completed,Yes,3.0
T10316,2025-04-27,C033,P026,R03,T07,8,2954.62,2376.78,577.84,3274.82,4,Completed,Yes,4.0
T10317,2024-11-09,C185,P029,R07,T02,5,5074.64,3330.4,1744.24,6420.08,1,Completed,Yes,4.0
T10318,2025-04-14,C110,P015,R15,T01,2,1591.43,1056.35,535.08,1284.1,4,Completed,Yes,3.0
T10319,2025-10-01,C038,P015,R09,T07,2,1065.54,792.28,273.26,1251.02,2,Completed,Yes,4.0
T10320,2024-11-04,C127,P024,R15,T01,8,7308.51,5671.65,1636.86,9298.99,6,Completed,Yes,5.0
T10321,2024-02-15,C039,P016,R04,T03,10,16947.3,13924.14,3023.16,18603.69,2,Completed,Yes,4.0
T10322,2024-02-29,C094,P003,R12,T07,3,2778.67,2321.61,457.06,2847.69,5,Completed,Yes,4.0
T10323,2024-02-27,C085,P015,R08,T02,2,1396.54,916.96,479.58,1174.27,1,Completed,Yes,5.0
T10324,2025-06-28,C191,P007,R08,T06,3,3050.71,2173.64,877.07,3007.72,7,Completed,Yes,5.0
T10325,2024-07-22,C104,P023,R09,T01,3,1320.54,991.43,329.11,1575.81,3,Completed,Yes,4.0
T10326,2025-10-15,C164,P002,R02,T03,1,1260.95,938.19,322.76,1485.65,0,Cancelled,No,
T10327,2024-05-08,C201,P018,R19,T02,3,2722.15,2217.05,505.1,2710.2,2,Completed,Yes,4.0
T10328,2024-02-08,C200,P032,R17,T07,1,1224.39,835.38,389.01,935.13,5,Completed,Yes,4.0
T10329,2024-10-30,C002,P001,R02,T01,1,234.64,179.26,55.38,263.02,12,Delayed,Yes,
T10330,2025-03-18,C134,P011,R14,T04,3,5012.75,4050.94,961.81,3867.29,4,Completed,Yes,4.0
T10331,2025-04-13,C092,P003,R14,T02,8,7801.72,5626.4,2175.32,6380.15,3,Completed,Yes,4.0
T10332,2025-07-07,C120,P017,R03,T03,1,527.06,407.85,119.21,445.67,7,Delayed,Yes,1.0
T10333,2024-10-27,C212,P029,R16,T05,2,2134.32,1420.73,713.59,2916.95,6,Completed,Yes,4.0
T10334,2025-08-07,C101,P013,R12,T06,3,2323.87,1531.78,792.09,2088.01,7,Completed,Yes,5.0
T10335,2025-04-05,C170,P015,R15,T01,6,3658.7,3071.6,587.1,3509.03,6,Completed,Yes,3.0
T10336,2024-09-18,C091,P017,R17,T04,4,1611.08,1159.59,451.49,1992.06,2,Completed,Yes,5.0
T10337,2024-03-23,C047,P016,R04,T05,8,14446.6,9347.92,5098.68,13436.83,2,Completed,Yes,5.0
T10338,2024-07-03,C110,P005,R09,T01,3,4726.02,3463.64,1262.38,5314.53,3,Completed,Yes,5.0
T10339,2025-08-17,C164,P023,R04,T03,3,1296.94,854.09,442.85,1488.71,6,Completed,Yes,3.0
T10340,2025-04-25,C050,P018,R04,T07,2,2235.18,1806.02,429.16,1792.74,4,Completed,Yes,4.0
T10341,2025-08-03,C066,P026,R19,T01,8,2473.18,1846.91,626.27,2879.06,1,Completed,Yes,4.0
T10342,2025-06-16,C088,P012,R05,T03,2,3491.58,2849.96,641.62,2906.5,4,In Progress,No,
T10343,2024-12-21,C015,P029,R04,T02,6,8629.82,5813.5,2816.32,8544.16,6,Completed,Yes,4.0
T10344,2025-09-12,C002,P005,R08,T02,5,7456.91,5885.2,1571.71,9196.14,15,Delayed,Yes,3.0
T10345,2025-08-26,C072,P022,R09,T02,3,4258.3,3020.04,1238.26,5122.24,2,In Progress,No,
T10346,2025-04-04,C079,P013,R08,T04,2,1726.86,1231.94,494.92,1649.09,7,Completed,Yes,
T10347,2025-03-26,C125,P015,R03,T06,5,3792.56,2369.0,1423.56,3490.29,2,Completed,Yes,3.0
T10348,2024-12-21,C121,P022,R15,T04,6,10093.33,6458.18,3635.15,11604.42,7,Completed,Yes,5.0
T10349,2025-05-20,C021,P005,R05,T04,2,4152.38,3482.42,669.96,3815.61,8,Delayed,Yes,2.0
T10350,2024-05-21,C126,P002,R15,T02,5,7863.26,5097.77,2765.49,7600.07,3,In Progress,No,
T10351,2025-06-14,C151,P031,R14,T05,4,1984.48,1252.17,732.31,1694.46,6,Delayed,Yes,4.0
T10352,2025-02-01,C086,P014,R05,T01,4,1106.43,745.26,361.17,921.51,10,Delayed,Yes,4.0
T10353,2025-11-21,C056,P007,R19,T06,8,8600.07,6927.88,1672.19,8532.43,3,Completed,Yes,5.0
T10354,2024-10-18,C132,P031,R15,T02,4,1716.78,1149.72,567.06,1875.43,7,Completed,Yes,4.0
T10355,2025-01-01,C061,P020,R15,T02,4,766.43,500.78,265.65,701.43,4,In Progress,No,
T10356,2025-01-25,C053,P018,R17,T05,5,4296.12,3050.92,1245.2,4797.63,8,Delayed,Yes,
T10357,2025-02-27,C122,P007,R16,T05,2,2235.09,1632.21,602.88,2189.2,2,Completed,Yes,4.0
T10358,2025-09-01,C185,P021,R02,T01,3,3559.38,2632.81,926.57,3553.81,5,Completed,Yes,5.0
T10359,2025-03-15,C018,P010,R03,T03,4,4358.48,3089.06,1269.42,3926.48,9,In Progress,No,
T10360,2025-04-11,C055,P001,R04,T03,8,2472.01,1675.87,796.14,1942.59,8,Delayed,Yes,
T10361,2025-10-09,C027,P020,R01,T04,2,318.43,217.28,101.15,402.43,12,Delayed,Yes,2.0
T10362,2024-11-30,C046,P017,R06,T03,2,968.98,692.52,276.46,1154.37,4,Completed,Yes,4.0
T10363,2025-08-05,C078,P010,R06,T02,6,5828.26,4033.73,1794.53,5671.79,8,Delayed,Yes,3.0
T10364,2025-11-20,C023,P017,R15,T02,4,1655.22,1182.0,473.22,1870.98,3,Completed,Yes,
T10365,2024-12-24,C041,P008,R19,T07,8,1857.13,1549.99,307.14,2019.48,7,Completed,Yes,5.0
T10366,2024-05-04,C165,P003,R01,T03,4,3324.71,2564.3,760.41,3843.02,6,In Progress,No,
T10367,2024-09-08,C145,P024,R09,T04,1,941.18,738.32,202.86,1033.57,3,Completed,Yes,5.0
T10368,2024-10-15,C123,P022,R18,T04,2,2741.97,1887.7,854.27,3640.77,20,Delayed,Yes,4.0
T10369,2024-05-11,C166,P008,R09,T07,6,1676.67,1326.54,350.13,1575.61,8,Completed,Yes,5.0
T10370,2025-01-19,C180,P031,R15,T03,3,1358.28,849.12,509.16,1450.67,7,Completed,Yes,5.0
T10371,2025-11-27,C132,P010,R02,T04,4,3428.46,,849.37,,2,Completed,Yes,5.0
T10372,2025-11-23,C132,P024,R09,T01,3,2857.89,2276.12,581.77,3402.72,10,Delayed,Yes,3.0
T10373,2024-02-24,C211,P007,R03,T01,6,7741.01,5318.4,2422.61,6503.47,6,In Progress,No,
T10374,2024-05-23,C153,P019,R09,T02,2,3952.95,3092.37,860.58,3488.37,3,Completed,Yes,3.0
T10375,2025-06-12,C055,P001,R03,T05,2,585.3,491.61,93.69,507.69,1,Completed,Yes,4.0
T10376,2025-08-20,C219,P002,R10,T01,5,5752.35,4785.44,966.91,7401.83,10,Delayed,Yes,3.0
T10377,2025-12-26,C118,P022,R07,T04,5,8849.62,6324.61,2525.01,9032.99,12,Delayed,Yes,3.0
T10378,2025-10-10,C008,P024,R03,T05,2,1744.83,1161.7,583.13,2172.88,8,Completed,Yes,
T10379,2024-08-22,C171,P028,R05,T02,4,4388.56,2849.65,1538.91,5178.49,7,Completed,Yes,5.0
T10380,2025-03-26,C161,P005,R11,T02,1,1979.64,1488.07,491.57,1690.16,8,Delayed,Yes,2.0
T10381,2024-01-10,C132,P031,R16,T02,4,2324.76,1880.58,444.18,1995.79,2,Completed,Yes,4.0
T10382,2025-10-06,C118,P024,R09,T05,3,3154.2,2489.95,664.25,3469.77,2,Completed,Yes,3.0
T10383,2025-05-24,C109,P024,R09,T01,8,7899.08,6606.61,1292.47,8350.45,15,Delayed,Yes,2.0
T10384,2025-08-21,C196,P004,R06,T04,4,5249.92,4233.46,1016.46,5479.63,8,Delayed,Yes,1.0
T10385,2025-07-25,C130,P004,R05,T03,6,7143.79,5788.65,1355.14,8731.47,2,Completed,Yes,4.0
T10386,2025-04-05,C072,P017,R19,T02,8,4325.49,3359.13,966.36,3893.09,6,Completed,Yes,5.0
T10387,2024-07-05,C040,P023,R01,T05,2,1172.46,841.03,331.43,1134.61,7,Delayed,Yes,
T10388,2025-01-20,C058,P017,R11,T01,3,1333.91,1026.54,307.37,1520.79,6,Completed,Yes,3.0
T10389,2025-12-15,C113,P029,R08,T05,4,4823.31,3643.59,1179.72,4820.05,4,Completed,Yes,4.0
T10390,2025-06-30,C072,P009,R08,T05,3,2051.12,1401.35,649.77,1959.71,4,Completed,Yes,5.0
T10391,2024-05-17,C057,P021,R18,T03,3,3916.96,2725.32,1191.64,3521.18,6,Completed,Yes,5.0
T10392,2025-09-01,C067,P010,R04,T05,6,4624.23,2901.56,1722.67,6631.76,5,Completed,Yes,
T10393,2024-08-15,C198,P004,R08,T01,4,5345.86,4409.68,936.18,5623.34,8,Completed,Yes,
T10394,2025-12-27,C069,P014,R19,T07,10,2599.63,2070.4,529.23,2465.52,1,Completed,Yes,5.0
T10395,2025-08-20,C099,P023,R10,T04,5,2654.62,1784.95,869.67,2623.34,3,Completed,Yes,5.0
T10396,2025-10-24,C202,P032,R15,T01,4,3830.74,3186.11,644.63,3854.44,1,Completed,Yes,4.0
T10397,2024-03-19,C136,P032,R11,T01,1,971.71,722.88,248.83,914.51,6,Completed,Yes,4.0
T10398,2025-02-09,C048,P003,R16,T04,6,6110.89,4887.97,1222.92,5469.23,4,In Progress,No,
T10399,2024-12-18,C173,P017,R12,T01,3,1552.49,1235.53,316.96,1547.22,5,Completed,Yes,4.0
T10400,2025-12-22,C153,P029,R19,T02,10,11385.2,7390.21,3994.99,13026.95,5,Completed,Yes,5.0
T10401,2024-05-17,C121,P020,R15,T04,5,934.36,714.44,219.92,791.13,12,Delayed,Yes,2.0
T10402,2024-11-02,C163,P017,R18,T04,2,1073.05,824.63,248.42,1025.01,2,Completed,Yes,5.0
T10403,2025-10-17,C052,P010,,T01,3,2716.74,1799.21,917.53,,5,Completed,Yes,5.0
T10404,2025-10-07,C015,P023,R11,T05,4,2088.05,1313.74,774.31,2065.13,2,Completed,Yes,3.0
T10405,2025-03-25,C048,P018,R09,T04,1,1030.42,823.95,206.47,977.0,6,Completed,Yes,5.0
T10406,2025-04-22,C071,P014,R11,T05,8,1911.13,1435.96,475.17,1824.99,7,Delayed,Yes,3.0
T10407,2024-05-04,C144,P010,R17,T03,4,3667.01,2742.52,924.49,4073.01,10,Delayed,Yes,3.0
T10408,2024-02-17,C187,P009,R01,T04,10,6270.93,4862.78,1408.15,6585.72,5,Completed,Yes,4.0
T10409,2024-01-27,C056,P014,R14,T05,1,246.41,195.44,50.97,228.91,4,Completed,Yes,5.0
T10410,2025-08-13,C199,P022,R03,T01,3,5096.45,3252.21,1844.24,5530.54,4,Completed,Yes,4.0
T10411,2025-06-14,C054,P011,R06,T07,4,5589.72,3927.78,1661.94,5228.04,10,Delayed,Yes,
T10412,2024-03-08,C151,P004,R16,T05,3,5330.15,3344.06,1986.09,4221.34,7,Completed,Yes,3.0
T10413,2024-10-06,C013,P017,R02,T05,1,501.2,333.33,167.87,512.55,5,Completed,Yes,5.0
T10414,2025-11-05,C207,P023,R18,T01,5,2144.94,1637.55,507.39,2714.74,6,Completed,Yes,4.0
T10415,2025-06-08,C046,P007,R19,T01,1,954.4,743.1,211.3,978.26,7,Completed,Yes,4.0
T10416,2025-12-15,C148,P015,R19,T04,1,528.23,436.0,92.23,651.85,12,Delayed,Yes,3.0
T10417,2024-09-26,C053,P006,R17,T03,6,5088.95,4249.01,839.94,6147.98,4,Completed,Yes,5.0
T10418,2025-07-20,C080,P003,R13,T07,4,3729.73,3032.05,697.68,3456.3,2,Completed,Yes,4.0
T10419,2024-09-05,C028,P029,R03,T03,1,1022.86,752.62,270.24,,3,Completed,Yes,4.0
T10420,2024-06-10,C116,P005,R04,T07,5,10156.85,7916.71,2240.14,9074.24,20,Delayed,Yes,1.0
T10421,2025-08-29,C015,P031,R13,T06,2,826.67,590.44,236.23,899.57,5,Completed,Yes,4.0
T10422,2024-01-07,C214,P011,R12,T05,10,16047.1,13200.72,2846.38,13200.8,12,Delayed,Yes,2.0
T10423,2024-09-15,C158,P014,R18,T06,3,733.41,561.2,172.21,684.15,10,Delayed,Yes,3.0
T10424,2024-06-05,C176,P025,R18,T07,5,7423.86,5425.54,1998.32,8223.52,8,Delayed,Yes,1.0
T10425,2024-09-15,C112,P029,R01,T05,3,3844.76,2756.24,1088.52,3945.61,7,Completed,Yes,5.0
T10426,2024-08-19,C146,P010,R16,T02,10,7976.32,,2233.49,10213.37,3,Completed,Yes,4.0
T10427,2024-11-29,C218,P031,R17,T04,3,1517.14,1248.33,268.81,1346.27,7,In Progress,No,
T10428,2024-05-14,C017,P008,R08,T01,10,2860.93,1984.24,876.69,2514.2,1,Completed,Yes,5.0
T10429,2024-08-07,C140,P006,R15,T01,10,8068.62,5225.85,2842.77,10358.05,5,Completed,Yes,4.0
T10430,2025-01-10,C056,P002,R01,T07,6,9249.37,6139.4,3109.97,9349.98,1,Completed,Yes,5.0
T10431,2025-08-19,C207,P004,R08,T01,4,4505.7,3249.88,1255.82,5190.77,4,In Progress,No,
T10432,2024-12-21,C211,P005,R01,T05,4,7827.76,5810.06,2017.7,7677.55,3,Completed,Yes,
T10433,2025-04-01,C214,P009,R18,,1,739.77,508.35,231.42,587.82,5,Completed,Yes,3.0
T10434,2025-05-08,C023,P029,R15,T02,4,4769.45,3521.5,1247.95,5026.23,7,Delayed,Yes,2.0
T10435,2024-06-15,C154,P002,R18,T02,1,1520.13,1202.65,317.48,1680.84,2,Completed,Yes,4.0
T10436,2024-11-15,C214,P017,R08,T01,8,4070.77,2983.79,1086.98,3909.56,7,In Progress,No,
T10437,2024-11-03,C011,P028,R01,T06,8,9745.71,7624.27,2121.44,12861.01,8,Completed,Yes,3.0
T10438,2025-07-23,C109,P022,R14,T02,4,6940.05,4426.61,2513.44,,4,Completed,Yes,4.0
T10439,2025-11-09,C019,P005,R19,T01,2,3941.98,3056.66,885.32,3432.48,2,Completed,Yes,5.0
T10440,2025-10-16,C036,P009,R02,T03,2,1256.57,903.03,353.54,1223.26,2,Completed,Yes,5.0
T10441,2024-07-14,C004,P024,R11,T06,5,5578.57,3972.09,1606.48,4594.65,3,Completed,Yes,4.0
T10442,2024-11-21,C162,P028,R01,T01,5,6356.44,4427.91,1928.53,8667.72,3,Completed,Yes,4.0
T10443,2025-01-02,C184,P021,R04,T03,2,2191.98,1683.72,508.26,2208.93,1,Completed,Yes,3.0
T10444,2025-04-07,C182,P026,R07,T07,2,877.78,713.89,163.89,695.81,28,Delayed,Yes,
T10445,2025-08-20,C057,P017,R09,T06,6,2705.95,1769.04,936.91,2944.87,6,Completed,Yes,5.0
T10446,2025-12-03,C005,P014,R11,T03,1,205.68,163.68,42.0,218.29,5,Completed,Yes,5.0
T10447,2025-01-06,C041,P031,R18,T06,1,565.65,380.47,185.18,516.02,1,Completed,Yes,5.0
T10448,2024-11-23,C080,P005,R19,T07,4,6935.69,4922.89,2012.8,7092.52,8,Delayed,Yes,3.0
T10449,2025-06-05,C005,P027,R18,T06,1,1185.01,748.44,436.57,1008.33,4,Completed,Yes,4.0
T10450,2024-02-01,C035,P027,R12,T06,2,1946.36,1398.14,548.22,1989.78,9,In Progress,No,
T10451,2025-04-29,C051,P012,R12,T03,5,9091.21,6175.36,2915.85,8228.48,15,Delayed,Yes,2.0
T10452,2025-04-24,C134,P032,R09,T03,10,12485.86,9314.06,3171.8,9587.23,28,Delayed,Yes,3.0
T10453,2025-11-26,C205,P025,R05,T02,3,4411.38,2971.76,1439.62,5082.14,8,Completed,Yes,4.0
T10454,2024-05-08,C141,P001,R16,T01,1,268.3,206.06,62.24,277.64,20,Delayed,Yes,3.0
T10455,2025-11-02,C110,P027,R01,T01,3,3005.13,2279.54,725.59,3197.88,5,Completed,Yes,4.0
T10456,2024-12-05,C186,P016,R09,T02,5,9544.6,6579.42,2965.18,8337.73,6,In Progress,No,
T10457,2024-02-01,C039,P025,R13,T04,3,6512.77,4128.93,2383.84,5086.79,4,Completed,Yes,4.0
T10458,2025-08-11,C150,P008,R14,T01,4,879.42,677.15,202.27,1032.83,9,In Progress,No,
T10459,2024-05-18,C022,P005,R03,T07,3,5214.19,3648.63,1565.56,5854.7,1,Completed,Yes,5.0
T10460,2024-02-05,C072,P007,R02,T02,5,4921.37,3076.9,1844.47,5050.77,28,Delayed,Yes,3.0
T10461,2024-07-03,C068,P030,R07,T02,1,762.6,615.14,147.46,889.61,4,Completed,Yes,5.0
T10462,2024-12-16,C100,P020,R18,T07,5,969.64,764.84,204.8,883.93,28,Delayed,Yes,2.0
T10463,2025-11-26,C177,P027,R04,T07,1,887.86,733.17,154.69,965.15,34,In Progress,No,
T10464,2024-08-19,C048,P024,R04,T01,6,6400.08,4469.65,1930.43,6240.77,10,Delayed,Yes,2.0
T10465,2025-05-27,C001,P008,R10,T03,5,1453.89,982.48,471.41,1272.68,7,Completed,Yes,4.0
T10466,2025-03-09,C207,P023,R04,T02,3,1798.75,,520.71,1534.44,3,In Progress,No,
T10467,2025-02-22,C141,P008,R12,T05,10,2554.74,1734.78,819.96,2252.86,6,Completed,Yes,4.0
T10468,2025-11-05,C205,P031,R12,T03,4,1988.76,1395.06,593.7,1883.78,28,Delayed,Yes,4.0
T10469,2025-10-24,C035,P018,R08,T07,1,862.85,692.78,170.07,880.8,48,Completed,Yes,
T10470,2025-03-10,C168,P025,R01,T02,2,4390.02,3088.92,1301.1,3659.72,2,Completed,Yes,4.0
T10471,2024-06-21,C083,P020,R07,T02,2,365.22,283.6,81.62,330.91,15,Delayed,Yes,
T10472,2025-07-30,C219,P026,R12,T07,3,1132.7,749.0,383.7,1005.52,4,Completed,Yes,4.0
T10473,2025-11-22,C219,P030,R10,T04,6,5639.01,4208.15,1430.86,5457.53,1,Completed,Yes,4.0
T10474,2025-04-21,C156,P026,R14,T06,5,2100.17,1663.19,436.98,1636.38,3,Completed,Yes,4.0
T10475,2025-01-09,C024,P030,R04,T05,2,2199.82,1424.56,775.26,1864.71,2,Completed,Yes,3.0
T10476,2024-08-20,C051,P021,R16,T07,10,10628.38,8048.83,2579.55,11775.12,6,In Progress,No,
T10477,2024-10-23,C212,P029,R01,T07,1,1336.5,911.6,424.9,1409.4,2,Cancelled,No,
T10478,2025-12-27,C044,P003,R15,T02,6,5689.89,3687.39,2002.5,5954.73,6,Completed,Yes,4.0
T10479,2024-07-01,C001,P025,R01,T05,6,11530.33,7882.54,3647.79,10651.99,7,Completed,Yes,3.0
T10480,2025-07-27,C031,P016,R18,T05,4,6166.45,5090.83,1075.62,7184.01,7,Completed,Yes,5.0
T10481,2025-10-20,C158,P021,R14,T05,8,9463.98,7320.2,2143.78,8407.48,5,Completed,Yes,
T10482,2024-02-06,C013,P030,R07,T06,2,2124.48,1642.14,482.34,1921.57,15,Delayed,Yes,2.0
T10483,2025-09-09,C050,P026,R02,T02,4,1278.39,862.26,416.13,1368.9,7,Delayed,Yes,1.0
T10484,2025-04-03,C149,P004,R08,T01,2,3234.92,2606.43,628.49,2758.43,3,Completed,Yes,3.0
T10485,2025-04-27,C028,P003,R16,T02,3,2604.07,1841.65,762.42,2762.24,2,Completed,Yes,4.0
T10486,2025-03-02,C019,P011,R01,T02,3,4127.24,3252.54,874.7,4202.52,3,Completed,Yes,4.0
T10487,2024-05-08,C013,P028,R07,T07,1,1621.54,1150.49,471.05,1482.61,4,Completed,Yes,4.0
T10488,2025-02-28,C089,P003,R03,T07,2,2061.71,1586.22,475.49,1787.4,1,Completed,Yes,3.0
T10489,2024-06-30,C087,P028,R01,T01,5,7947.53,5578.95,2368.58,7521.61,10,Delayed,Yes,1.0
T10490,2024-10-24,C212,P001,R16,T05,10,2533.77,1894.42,639.35,2586.72,8,Completed,Yes,4.0
T10491,2025-07-20,C006,P022,R15,T02,5,8677.19,6606.46,2070.73,9803.0,4,Completed,Yes,5.0
T10492,2025-09-21,C180,P017,R05,T04,2,975.64,781.0,194.64,1096.49,8,Completed,Yes,4.0
T10493,2024-12-01,C045,P029,R03,T01,3,3984.76,2552.07,1432.69,3763.19,2,In Progress,No,
T10494,2025-05-09,C158,P015,R10,T07,4,2924.2,2309.02,615.18,2800.31,4,In Progress,No,
T10495,2025-08-14,C082,P032,R16,T04,1,989.26,667.02,322.24,994.99,7,Completed,Yes,4.0
T10496,2025-12-28,C197,P003,R06,T07,4,3789.55,2719.35,1070.2,3879.36,4,Completed,Yes,
T10497,2025-01-25,C023,P018,R19,T03,1,869.14,598.09,271.05,858.76,5,Completed,Yes,5.0
T10498,2025-03-02,C075,P015,R15,T01,1,781.19,605.62,175.57,,3,Completed,Yes,5.0
T10499,2025-08-09,C045,P020,R13,T06,4,613.64,384.21,229.43,658.97,4,Completed,Yes,5.0
T10500,2025-01-12,C096,P002,R18,T01,6,10954.89,8728.92,2225.97,9195.25,6,Delayed,Yes,3.0
T10501,2024-03-14,C151,P030,R18,T02,2,1832.57,1449.75,382.82,1865.26,4,Completed,Yes,4.0
T10502,2025-12-13,C020,P011,R04,T06,1,1205.67,884.38,321.29,1205.21,5,Completed,Yes,4.0
T10503,2024-09-01,C012,P026,R01,T05,4,1286.12,1048.03,238.09,1585.79,2,Completed,Yes,4.0
T10504,2025-08-27,C055,P008,R11,T05,1,229.31,142.91,86.4,224.2,1,Completed,Yes,5.0
T10505,2024-10-20,C111,P003,R10,T01,5,4256.6,3543.58,713.02,4480.53,4,Completed,Yes,5.0
T10506,2024-10-19,C129,P008,R10,T06,1,201.64,158.41,43.23,261.66,8,Delayed,Yes,3.0
T10507,2025-03-22,C220,P018,R01,T03,3,2884.83,2052.0,832.83,2901.76,28,Delayed,Yes,2.0
T10508,2025-06-11,C058,P012,R18,T04,1,1330.12,993.61,336.51,,2,Completed,Yes,5.0
T10509,2024-08-21,C153,P014,R07,T03,1,180.21,131.73,48.48,228.91,0,Cancelled,No,
T10510,2024-02-18,C071,P017,R02,T07,5,3034.45,2410.47,623.98,2436.38,1,Completed,Yes,5.0
T10511,2024-11-15,C171,P014,R15,T01,2,476.91,347.43,129.48,490.36,5,Completed,Yes,4.0
T10512,2025-04-20,C030,P019,R08,T01,3,5955.94,4090.66,1865.28,5324.44,1,Completed,Yes,
T10513,2024-07-06,C205,P030,R01,T01,3,3039.49,1933.14,1106.35,2757.93,1,Completed,Yes,4.0
T10514,2024-04-22,C180,P007,R18,T01,1,990.28,629.78,360.5,1061.28,20,Delayed,Yes,3.0
T10515,2024-10-26,C070,P031,R16,T04,5,2062.79,1572.71,490.08,2596.04,8,Delayed,Yes,2.0
T10516,2025-02-20,C123,P020,R06,T01,8,1472.59,963.4,509.19,1368.73,4,Completed,Yes,5.0
T10517,2024-05-28,C077,P005,R14,T07,6,13252.68,10465.77,2786.91,10919.92,29,Completed,Yes,3.0
T10518,2025-01-10,C141,P031,R08,T06,4,1802.0,1199.6,602.4,1954.5,3,Completed,Yes,5.0
T10519,2024-11-30,C087,P021,R01,T06,5,4960.9,3506.52,1454.38,6328.95,3,Completed,Yes,4.0
T10520,2025-05-11,C155,P029,R01,T01,4,6487.52,5432.39,1055.13,5529.73,15,Delayed,Yes,3.0
T10521,2025-03-03,C217,P025,R14,T01,6,10031.84,6225.65,3806.19,10403.48,9,In Progress,No,
T10522,2025-06-22,C065,P026,R12,T03,8,2640.25,1786.58,853.67,2708.76,4,Completed,Yes,3.0
T10523,2024-08-07,C197,P004,R01,T03,4,5222.67,3247.94,1974.73,5313.88,2,Completed,Yes,5.0
T10524,2024-05-03,C088,P004,R03,T03,4,6136.86,4822.56,1314.3,5684.96,4,Completed,Yes,
T10525,2025-08-12,C038,P032,R19,T01,3,2838.23,2006.74,831.49,2824.07,3,Completed,Yes,4.0
T10526,2025-08-28,C085,P007,R09,T06,8,7554.26,5112.58,2441.68,7502.44,1,Cancelled,No,
T10527,2024-07-04,C092,P017,R16,T06,1,406.51,266.16,140.35,489.1,3,Cancelled,No,
T10528,2025-09-14,C015,P018,R05,T06,1,741.82,509.23,232.59,914.48,2,Completed,Yes,5.0
T10529,2025-07-10,C063,P029,R06,T07,8,8798.46,6083.43,2715.03,9392.78,1,Completed,Yes,4.0
T10530,2025-06-08,C172,P005,R01,T07,2,4375.76,3187.48,1188.28,3464.79,6,Completed,Yes,5.0
T10531,2024-10-07,C207,P009,R11,T03,6,2998.94,2029.18,969.76,3489.23,6,Completed,Yes,4.0
T10532,2025-02-28,C154,P024,R09,T02,1,1297.34,863.59,433.75,1046.69,2,Completed,Yes,4.0
T10533,2024-05-15,C100,P027,R06,T06,10,9439.57,7732.98,1706.59,10039.15,3,Completed,Yes,5.0
T10534,2025-07-18,C172,P015,R19,T03,5,2846.88,2095.53,751.35,2861.35,6,Completed,Yes,3.0
T10535,2025-05-04,C119,P016,R05,T02,10,17716.72,14825.43,2891.29,18182.59,6,In Progress,No,
T10536,2024-03-15,C121,P009,R06,T06,2,1442.12,1206.99,235.13,1159.85,4,Completed,Yes,5.0
T10537,2024-03-24,C019,P007,R17,T03,1,1043.66,854.02,189.64,1087.03,1,Completed,Yes,4.0
T10538,2025-04-04,C136,P021,R05,T03,5,6717.22,5267.54,1449.68,5928.49,2,Completed,Yes,4.0
T10539,2024-10-20,C189,P004,R16,T02,6,6656.05,4780.73,1875.32,8698.52,2,Completed,Yes,3.0
T10540,2025-03-18,C029,P029,R19,T03,6,8367.67,,1641.22,6914.3,28,Delayed,Yes,2.0
T10541,2024-09-15,C138,P011,R04,T05,1,979.7,661.24,318.46,1388.02,7,Completed,Yes,4.0
T10542,2024-04-06,C165,P003,R10,T07,6,5840.8,4082.36,1758.44,5166.83,4,In Progress,No,
T10543,2024-05-23,C010,P020,R13,T04,3,506.7,374.59,132.11,576.03,2,Cancelled,No,
T10544,2024-03-06,C132,P026,R12,T01,3,1239.14,806.86,432.28,1068.69,7,In Progress,No,
T10545,2025-10-20,C060,P027,R05,T05,2,1827.78,1447.29,380.49,1931.06,2,Completed,Yes,
T10546,2025-07-21,C211,P021,R09,T04,3,3770.27,3134.58,635.69,3403.07,4,Completed,Yes,5.0
T10547,2024-02-28,C089,P017,R14,T03,4,2202.99,1750.53,452.46,1860.92,4,Completed,Yes,5.0
